#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
129,Mon Jun 21 14:06:47 EDT 2021,64,0,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions ArthurIsNotAContortionist SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,60,2,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(0.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
130,Mon Jun 21 14:06:51 EDT 2021,64,0,AbstractClasses,A4NoStarImports AbstractBoundedShape AbstractLocatable AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions ArthurIsNotAContortionist SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,60,3,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
131,Mon Jun 21 14:06:57 EDT 2021,64,0,AsyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions ArthurIsNotAContortionist SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,60,4,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
132,Mon Jun 21 14:07:13 EDT 2021,64,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions ArthurIsNotAContortionist SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,60,5,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
133,Mon Jun 21 14:07:28 EDT 2021,64,0,SyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions ArthurIsNotAContortionist SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,60,6,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(0.0/12.5) SyncGalahadAnimation-(0.0/12.5) SyncLancelotAnimation-(0.0/12.5) SyncRobinAnimation-(0.0/12.5) ,,
134,Mon Jun 21 14:11:56 EDT 2021,66,2,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist+ AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,61,0,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,BridgeSceneSingletonFromFactory ,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
135,Mon Jun 21 14:12:17 EDT 2021,66,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,61,1,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
136,Mon Jun 21 14:26:44 EDT 2021,66,0,SyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,62,0,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(0.0/12.5) SyncGalahadAnimation-(0.0/12.5) SyncLancelotAnimation-(0.0/12.5) SyncRobinAnimation-(0.0/12.5) ,,
137,Mon Jun 21 14:26:54 EDT 2021,66,0,AsyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,62,1,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
138,Mon Jun 21 14:27:14 EDT 2021,66,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation , ,62,2,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
139,Mon Jun 21 14:28:41 EDT 2021,74,8,SyncAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation+ SyncGalahadAnimation+ SyncLancelotAnimation+ SyncRobinAnimation+ TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions , ,63,0,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(12.5/12.5) SyncGalahadAnimation-(12.5/12.5) SyncLancelotAnimation-(12.5/12.5) SyncRobinAnimation-(12.5/12.5) ,,
140,Mon Jun 21 16:07:10 EDT 2021,72,-2,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions WaitingAvatars- , ,64,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(0.0/30.0) ,,
141,Mon Jun 21 16:09:53 EDT 2021,72,0,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions WaitingAvatars , ,65,0,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,BridgeSceneSingletonFromFactory ,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
142,Mon Jun 21 16:09:55 EDT 2021,72,0,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions WaitingAvatars , ,65,1,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
143,Mon Jun 21 16:09:56 EDT 2021,72,0,Exceptions,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions WaitingAvatars , ,65,2,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
144,Mon Jun 21 16:10:24 EDT 2021,72,0,CoordinatedAnimation,A4NoStarImports AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanReturns ,A4SimplifyBooleanExpressions WaitingAvatars , ,65,3,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(0.0/30.0) ,,
